created_at,text,user,Clean Tweets,Location,Subjectivity,Polarity,Analysis
2020-05-26,RT @koordell: the real problem is that 140 people went to great clips,"{'id': 4909561043, 'id_str': '4909561043', 'name': 'C A P R I C O R N .', 'screen_name': 'opsmadeyoulook', 'location': None, 'url': None, 'description': ""Niggas ain't shit 🖕🏽🖕🏽"", 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 86, 'friends_count': 136, 'listed_count': 0, 'favourites_count': 7547, 'statuses_count': 16792, 'created_at': 'Sun Feb 14 16:46:24 +0000 2016', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '91D2FA', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1223909500480114688/LcoCPaaO_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1223909500480114688/LcoCPaaO_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4909561043/1558704623', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", the real problem is that people went to great clips,,0.53,0.5,Positive
2020-05-26,RT @SkySportsNews: Bournemouth goalkeeper Aaron Ramsdale admits he was confused after becoming one of the two people from Premier League cl…,"{'id': 180709880, 'id_str': '180709880', 'name': 'Giovanni Gunawan', 'screen_name': 'Giovanni1408', 'location': None, 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 489, 'friends_count': 2542, 'listed_count': 38, 'favourites_count': 8, 'statuses_count': 161102, 'created_at': 'Fri Aug 20 08:12:39 +0000 2010', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '9AE4E8', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme16/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme16/bg.gif', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'BDDCAD', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1241333004309393409/YQDnceJh_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1241333004309393409/YQDnceJh_normal.jpg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", Bournemouth goalkeeper Aaron Ramsdale admits he was confused after becoming one of the two people from Premier League cl ,,0.78,0.02,Positive
2020-05-26,RT @sahelhaque: If coronavirus didn’t exist I genuinely believe Summer 2020 would’ve been the best yet idc,"{'id': 1065644586331226112, 'id_str': '1065644586331226112', 'name': 'Shadae', 'screen_name': 'Shadztweets', 'location': 'Jamaica', 'url': None, 'description': 'money a the motto🇯🇲', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 488, 'friends_count': 247, 'listed_count': 0, 'favourites_count': 24752, 'statuses_count': 6572, 'created_at': 'Thu Nov 22 16:34:02 +0000 2018', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1241879461592735744/xI-64ZRJ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1241879461592735744/xI-64ZRJ_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", If coronavirus didn t exist I genuinely believe Summer would ve been the best yet idc,Jamaica,0.4,0.7,Positive
2020-05-26,The latest Daily Edition! https://t.co/R1wNgRtymG Thanks to @Dude_Eric @Clairemanon10 @pault42384174 #covid19 #marketing,"{'id': 618840573, 'id_str': '618840573', 'name': 'Keywebco', 'screen_name': 'rkeyserling', 'location': '7636 Linn Grove Rd, Odessa, MO 64076, USA', 'url': 'https://keywebco.net', 'description': 'https://t.co/yazSyv7hfq For Websites and Services SEO Boost Blog Services News Blogs Podcasts Apps Books Streaming Live ZOOM Chat Shopping And Much More! Key To The Web Co', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 11040, 'friends_count': 3873, 'listed_count': 2993, 'favourites_count': 8163, 'statuses_count': 446099, 'created_at': 'Tue Jun 26 05:24:59 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '4A913C', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/931509371305111552/yfi7F8um_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/931509371305111552/yfi7F8um_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/618840573/1495081269', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",The latest Daily Edition Thanks to _Eric covid marketing,"7636 Linn Grove Rd, Odessa, MO 64076, USA",0.37,0.23,Positive
2020-05-26,"RT @SirWilliamD: Delighted to be part of this - please donate to the Kickstarter if you can, it is a subject that has never been more impor…","{'id': 2196053491, 'id_str': '2196053491', 'name': 'Paul Sng', 'screen_name': 'paulsng', 'location': 'United Kingdom', 'url': 'https://www.kickstarter.com/projects/invisiblebritain/this-separated-isle', 'description': '孙永金 | Director/Producer @velvetjoyltd | Films: Sleaford Mods – Invisible Britain, Dispossession, @polystyrenefilm | Editor: @invisiblebrit', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 4353, 'friends_count': 1168, 'listed_count': 39, 'favourites_count': 14923, 'statuses_count': 28833, 'created_at': 'Fri Nov 15 14:10:23 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '89C9FA', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_tile': False, 'profile_link_color': 'ABB8C2', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C0DFEC', 'profile_text_color': '333333', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1257333726628974597/u81pp2fy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1257333726628974597/u81pp2fy_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2196053491/1590240889', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", Delighted to be part of this please donate to the Kickstarter if you can it is a subject that has never been more impor ,United Kingdom,0.51,0.34,Positive
2020-05-26,"RT @markberman: The NYT asked its writers to describe a bright thing for them during these dark times. Donald G. McNeil Jr., their great sc…","{'id': 1283414767, 'id_str': '1283414767', 'name': 'Nina Lozano', 'screen_name': 'NinaL2009', 'location': None, 'url': None, 'description': 'Love life and justice', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 430, 'friends_count': 342, 'listed_count': 1, 'favourites_count': 43746, 'statuses_count': 50573, 'created_at': 'Wed Mar 20 14:27:45 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/844265729637572608/xouBVgH0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/844265729637572608/xouBVgH0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1283414767/1490123609', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", The NYT asked its writers to describe a bright thing for them during these dark times Donald G McNeil Jr their great sc ,,0.65,0.45,Positive
2020-05-26,"RT @bealelab: Important. It’s not patients infecting patients, it’s staff and equipment. https://t.co/8HhmDHX0Ue","{'id': 361383553, 'id_str': '361383553', 'name': 'Tarun Solanki', 'screen_name': 'tarun_solanki', 'location': 'South West, England', 'url': None, 'description': 'Consultant geriatrician and orthogeriatrician.  Amateur photographer.  All views and images are my own.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 66, 'friends_count': 111, 'listed_count': 4, 'favourites_count': 792, 'statuses_count': 1241, 'created_at': 'Wed Aug 24 18:11:30 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1253274049352007680/tebV5AHe_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1253274049352007680/tebV5AHe_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/361383553/1587638925', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", Important It s not patients infecting patients it s staff and equipment ,"South West, England",1.0,0.4,Positive
2020-05-26,"RT @Jamandass_: 1. Good cameras.
2. Money
3. Climate change
4. Coronavirus
5. Political crinkum crankum
6. Tectonic movements in the Kergue…","{'id': 763681512, 'id_str': '763681512', 'name': '🇰🇪 GermaneseChokora', 'screen_name': 'kimathi_sir', 'location': 'Worldwide', 'url': None, 'description': 'Vet doctor || Realist || Dad || Believer || views are personal \n@Jumiakenya sales agent 📞whatsapp +25455571590', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 4061, 'friends_count': 4761, 'listed_count': 5, 'favourites_count': 662, 'statuses_count': 10199, 'created_at': 'Fri Aug 17 13:08:48 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1B95E0', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1200013287741636608/G35aE5c5_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1200013287741636608/G35aE5c5_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/763681512/1524631063', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",_ Good cameras Money Climate change Coronavirus Political crinkum crankum Tectonic movements in the Kergue ,Worldwide,0.35,0.35,Positive
2020-05-26,"RT @themarkjacka: A week ago we had the MSM, in unison, telling us all what a great job @ScottMorrisonMP is doing as PM.

In this week, we'…","{'id': 1175008142335205376, 'id_str': '1175008142335205376', 'name': 'meg', 'screen_name': 'valmcdonald12', 'location': 'New South Wales, Australia', 'url': None, 'description': 'loves dogs..beach..Melbourne Storm..RAFFA..hates corrupt governments.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 124, 'friends_count': 117, 'listed_count': 0, 'favourites_count': 16744, 'statuses_count': 5903, 'created_at': 'Fri Sep 20 11:26:05 +0000 2019', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", A week ago we had the MSM in unison telling us all what a great job is doing as PM In this week we ,"New South Wales, Australia",0.75,0.8,Positive
2020-05-26,RT @sahelhaque: If coronavirus didn’t exist I genuinely believe Summer 2020 would’ve been the best yet idc,"{'id': 787319499221372929, 'id_str': '787319499221372929', 'name': 'spooky pickles ( ͡° ͜ʖ ͡°✿)', 'screen_name': 'alexxgabrielle', 'location': 'yeethawlandia', 'url': 'https://soundcloud.com/coddmusic/codd-dubz-slice-dice-vol-1-promo-mix', 'description': '22• i take pics for: @GRiME_FEST•@HAM_Promotions•@PricklyPeteLive•@FullGrindTexas•USE “PICKLES” FOR HAM SHOWS• •@SewerSessions•✌︎( ◠‿◠ )✌︎•SW-0504-7813-5415•', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 3363, 'friends_count': 3351, 'listed_count': 18, 'favourites_count': 192487, 'statuses_count': 170258, 'created_at': 'Sat Oct 15 15:49:31 +0000 2016', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'F58EA8', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1264847169724592129/tFjdXw8R_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1264847169724592129/tFjdXw8R_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/787319499221372929/1590042279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", If coronavirus didn t exist I genuinely believe Summer would ve been the best yet idc,yeethawlandia,0.4,0.7,Positive
2020-05-26,"RT @GretaThunberg: ""Alberta minister says it’s a ‘great time’ to build a pipeline because COVID-19 restrictions limit protests against them…","{'id': 1674090122, 'id_str': '1674090122', 'name': 'The Lady is a Tramp 🎶🕊️🦕', 'screen_name': 'Theodora_Stainz', 'location': 'Chaos im Lot', 'url': None, 'description': '💡\nSei eine 1.klassige Ausgabe\nDeiner selbst und keine 2.klassige von jemand Anderem❗\n💪\n\n\n🕊️ Friedliche spitze Zunge.\n\n\nOnly Twitter❗\nNO FB❗', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 653, 'friends_count': 1691, 'listed_count': 74, 'favourites_count': 553462, 'statuses_count': 304324, 'created_at': 'Thu Aug 15 21:19:38 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1262043282600800256/aSVVYR9g_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1262043282600800256/aSVVYR9g_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1674090122/1551997549', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", Alberta minister says it s a great time to build a pipeline because COVID restrictions limit protests against them ,Chaos im Lot,0.75,0.8,Positive
2020-05-26,"RT @UROCKlive1: Good grief! The Chinese have done 9 million coronavirus  tests in the last week in Wuhan where only 11 million people live,…","{'id': 887299380, 'id_str': '887299380', 'name': 'Emilie D', 'screen_name': 'Emilie_ing', 'location': None, 'url': None, 'description': 'Relentless harmonizer.  Relentless on #TheResistance Relentless to #impeachdonaldtrump #notmypresident #BlackLivesMatter #NeverAgain', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 6506, 'friends_count': 5943, 'listed_count': 11, 'favourites_count': 125135, 'statuses_count': 91310, 'created_at': 'Wed Oct 17 18:12:33 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '981CEB', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2730140730/c457204b9d134ef6a5a6d6721ee495a5_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2730140730/c457204b9d134ef6a5a6d6721ee495a5_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/887299380/1517531075', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", Good grief The Chinese have done million coronavirus tests in the last week in Wuhan where only million people live ,,0.39,0.01,Positive
2020-05-26,The Tiny Radio Stations That Lift Spirits in Hospitals - The New York Times https://t.co/RVGsYsfdFZ,"{'id': 121716400, 'id_str': '121716400', 'name': 'Nacho Gallego', 'screen_name': 'nachogallegop', 'location': 'Madrid', 'url': 'http://www.masterindustriamusical.com', 'description': 'Profesor e investigador de la Universidad Carlos III. Director del Máster en Industria musical y estudios sonoros. Investigando en https://t.co/8Ga2rzVb0m', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 1329, 'friends_count': 1573, 'listed_count': 54, 'favourites_count': 4367, 'statuses_count': 6107, 'created_at': 'Wed Mar 10 10:48:49 +0000 2010', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/902469697970556929/GIJutzl4_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/902469697970556929/GIJutzl4_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/121716400/1523287517', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",The Tiny Radio Stations That Lift Spirits in Hospitals The New York Times ,Madrid,0.48,0.07,Positive
2020-05-26,RT @Reuters: The coronavirus outbreak in China offers unprecedented glimpses into how an extensive system of surveillance cameras works htt…,"{'id': 753571509080174592, 'id_str': '753571509080174592', 'name': 'VIRIYA', 'screen_name': 'viriyabot', 'location': 'Internet', 'url': None, 'description': ""Retweet #China // #BOT // Retweets aren't endorsements"", 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 943, 'friends_count': 3799, 'listed_count': 9, 'favourites_count': 50, 'statuses_count': 499825, 'created_at': 'Thu Jul 14 12:47:03 +0000 2016', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'E381A2', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/893480841795350528/adfLz9eW_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/893480841795350528/adfLz9eW_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/753571509080174592/1520005309', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", The coronavirus outbreak in China offers unprecedented glimpses into how an extensive system of surveillance cameras works htt ,Internet,0.41,0.23,Positive
2020-05-26,RT @079Kal: The car being locked wasn’t a issue lol,"{'id': 3307307391, 'id_str': '3307307391', 'name': 'Abd. Basit Olamide. I sell watches⌚⌚⌚', 'screen_name': 'UnclebeeOla', 'location': 'Dreamland', 'url': 'https://curiouscat.me/UnclebeeOla', 'description': 'Muslim, Nigerian,Agriculturist. #Love#Loyalty#Respect...\nAgera Koenigsegg R❤❤❤\nFootball, boxing, F1.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 10190, 'friends_count': 9865, 'listed_count': 9, 'favourites_count': 2251, 'statuses_count': 162283, 'created_at': 'Wed Jun 03 19:00:53 +0000 2015', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1216371226630852608/f3Ilnjop_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1216371226630852608/f3Ilnjop_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3307307391/1560802178', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",Kal The car being locked wasn t a issue lol,Dreamland,0.7,0.8,Positive
2020-05-26,"RT @JackMacCFB: I've decided thanks to coronavirus, I will be deducting a year from my age. 

Next year I will turn the same age again. Thi…","{'id': 372148085, 'id_str': '372148085', 'name': 'dean', 'screen_name': 'Mattdeanmorris', 'location': 'Tatooine', 'url': None, 'description': 'U.S. Army Reconnaissance. \n   Husband\n\n\n\n           Libertarian Almost a Republican\n                           Likes/Retweets ≠ Endorsement', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 232, 'friends_count': 166, 'listed_count': 2, 'favourites_count': 12779, 'statuses_count': 14388, 'created_at': 'Mon Sep 12 07:09:52 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1215618048821997568/KyzcEROL_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1215618048821997568/KyzcEROL_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/372148085/1578660812', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", I ve decided thanks to coronavirus I will be deducting a year from my age Next year I will turn the same age again Thi ,Tatooine,0.11,0.07,Positive
2020-05-26,RT @michaeljswalker: The first thing Cummings did after returning from Durham was to edit a blogpost from 2019 so it looked like he’d predi…,"{'id': 295723216, 'id_str': '295723216', 'name': 'smokinkones', 'screen_name': 'SmokinKones', 'location': None, 'url': None, 'description': 'one more time, sweetness....', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 1003, 'friends_count': 847, 'listed_count': 8, 'favourites_count': 33556, 'statuses_count': 146080, 'created_at': 'Mon May 09 15:15:39 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '290C00', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '00BBFF', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': '290C00', 'profile_text_color': 'D100CA', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1018919894971289603/xBbJ_GeY_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1018919894971289603/xBbJ_GeY_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/295723216/1446206515', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", The first thing Cummings did after returning from Durham was to edit a blogpost from so it looked like he d predi ,,0.33,0.25,Positive
