created_at,text,user,Clean Tweets,Location,Subjectivity,Polarity,Analysis
2020-05-26,RT @steviweavi: The way South Korea crushed its second wave is a warning to us all https://t.co/zg8GcumNLe,"{'id': 2794951337, 'id_str': '2794951337', 'name': 'David Powell 🕷🐟🇪🇺#2020MarchForEU #NotGoingAway #', 'screen_name': 'DAPowell1', 'location': None, 'url': None, 'description': 'Believer in constitutional democracy and unfashionable truth telling in  politics', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 329, 'friends_count': 467, 'listed_count': 2, 'favourites_count': 29829, 'statuses_count': 24910, 'created_at': 'Tue Sep 30 14:38:22 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1194927997964443648/xdEOPd7S_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1194927997964443648/xdEOPd7S_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", The way South Korea crushed its second wave is a warning to us all ,,0.05,-0.05,Negative
2020-05-26,RT @guardian: Dutch PM Mark Rutte did not visit dying mother due to Covid-19 restrictions https://t.co/2THzjxxal8,"{'id': 1246384348519170048, 'id_str': '1246384348519170048', 'name': 'tuttingeyeroll', 'screen_name': 'tuttingeyeroll', 'location': None, 'url': None, 'description': 'Anonymous for a reason, but definitely real. Politics, Sport, Music, Food and life.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 84, 'friends_count': 408, 'listed_count': 0, 'favourites_count': 8500, 'statuses_count': 4342, 'created_at': 'Sat Apr 04 10:29:42 +0000 2020', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1254869387552620544/knANGXuv_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1254869387552620544/knANGXuv_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1246384348519170048/1585997788', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", Dutch PM Mark Rutte did not visit dying mother due to Covid restrictions ,,0.38,-0.12,Negative
2020-05-26,RT @RealJamesWoods: Elderly people vote Republican by a wide margin statistically. #FactsAreFriendly https://t.co/Ny4ZVWazHX,"{'id': 956480768716324864, 'id_str': '956480768716324864', 'name': 'WWG1WGA', 'screen_name': 'droppedhisguts', 'location': None, 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 573, 'friends_count': 203, 'listed_count': 0, 'favourites_count': 63938, 'statuses_count': 27011, 'created_at': 'Thu Jan 25 10:56:00 +0000 2018', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1002830329881608192/Q4y4WfMX_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1002830329881608192/Q4y4WfMX_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/956480768716324864/1527928315', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", Elderly people vote Republican by a wide margin statistically FactsAreFriendly ,,0.4,-0.1,Negative
2020-05-26,"RT @SocialistVoice: Boris Johnson declares bad eyesight may be coronavirus symptom in bid to defend Dominic Cummings 

The Prime Minister h…","{'id': 484339304, 'id_str': '484339304', 'name': 'Sweet SA', 'screen_name': 'stumpygutbucket', 'location': 'England, United Kingdom', 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 1110, 'friends_count': 1226, 'listed_count': 1, 'favourites_count': 28801, 'statuses_count': 12558, 'created_at': 'Mon Feb 06 00:33:56 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme19/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme19/bg.gif', 'profile_background_tile': False, 'profile_link_color': 'FF0040', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'F6FFD1', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2434637820/86vkosxmlk1gvrc5ewva_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2434637820/86vkosxmlk1gvrc5ewva_normal.jpeg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", Boris Johnson declares bad eyesight may be coronavirus symptom in bid to defend Dominic Cummings The Prime Minister h ,"England, United Kingdom",0.67,-0.7,Negative
2020-05-26,"Last night I saw a gathering in my street of at least 3 different families, two of which had children mixing. I wil… https://t.co/xZ9T8mqWNB","{'id': 26829264, 'id_str': '26829264', 'name': 'David Wade', 'screen_name': 'zimzimzimmer', 'location': None, 'url': None, 'description': 'Dad of five and six year old. believe in fairness and honesty. just want a better world for my children to grow into. #VoteLabour 🌹', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 126, 'friends_count': 216, 'listed_count': 2, 'favourites_count': 3868, 'statuses_count': 2432, 'created_at': 'Thu Mar 26 19:38:57 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '9AE4E8', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'BDDCAD', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1193298981536903168/vRgpJBJ2_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1193298981536903168/vRgpJBJ2_normal.jpg', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",Last night I saw a gathering in my street of at least different families two of which had children mixing I wil ,,0.36,-0.1,Negative
2020-05-26,RT @carbonsaveruk: Here's another one from the Goebbels Propoganda Finishing School ..👇 B minus,"{'id': 1352030828, 'id_str': '1352030828', 'name': 'Steffi Thompson', 'screen_name': 'SteffiThompson', 'location': 'Brighton and Hove', 'url': None, 'description': ""Love my friends and my cats\nPC Gamer/Builder.anxiety/depression/IBS/Seizures/trying to survive\nSick of rich people thinking we're expendable."", 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 4367, 'friends_count': 4913, 'listed_count': 10, 'favourites_count': 49654, 'statuses_count': 76296, 'created_at': 'Sun Apr 14 14:45:41 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_tile': True, 'profile_link_color': 'EA00FF', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '7AC3EE', 'profile_text_color': '3D1957', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1205399733512081408/EnUMHXI6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1205399733512081408/EnUMHXI6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1352030828/1588588768', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", Here s another one from the Goebbels Propoganda Finishing School B minus,Brighton and Hove,0.1,-0.1,Negative
2020-05-26,RT @CNN: Canadian Prime Minister Justin Trudeau says his government is trying to give all workers a minimum of 10 days paid sick leave per…,"{'id': 875169183599738881, 'id_str': '875169183599738881', 'name': 'Donna Jones', 'screen_name': 'tRUMP4nthng', 'location': 'Alaska', 'url': None, 'description': ""2 grown kids I'm very proud of.  Born & raised in Calif. Washington state for 40 years, now a happy Alaskan. .I'm so old my kids are old. I BLOCK STUPID."", 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 1360, 'friends_count': 1290, 'listed_count': 1, 'favourites_count': 199889, 'statuses_count': 150220, 'created_at': 'Thu Jun 15 01:52:48 +0000 2017', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", Canadian Prime Minister Justin Trudeau says his government is trying to give all workers a minimum of days paid sick leave per ,Alaska,0.86,-0.71,Negative
2020-05-26,"RT @PhilipLynn4: Castle Barnard again ffs. 
Barnard Castle is a town with a castle ffs. 
It's also the base of GlaxoSmithKline who were awa…","{'id': 206830178, 'id_str': '206830178', 'name': 'Cymru am Byth #FBPE', 'screen_name': 'Penyrheolgerrig', 'location': 'EU', 'url': None, 'description': ""Cymro sy'n croesawi ohebiaeth yn Gymraeg. One of the 48% who's aware that Brexit is the thin end of the wedge."", 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 3917, 'friends_count': 4999, 'listed_count': 23, 'favourites_count': 14172, 'statuses_count': 21755, 'created_at': 'Sat Oct 23 20:47:31 +0000 2010', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/914556182072889344/TEkaMFQb_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/914556182072889344/TEkaMFQb_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/206830178/1502904571', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", Castle Barnard again ffs Barnard Castle is a town with a castle ffs It s also the base of GlaxoSmithKline who were awa ,EU,1.0,-0.8,Negative
2020-05-26,RT @HumanSecurityCH: 🇨🇭 supports the #FacesOfHope campaign launched by @omctorg asking for the release of 9 #HRDs arbitrarily detained. The…,"{'id': 2257844964, 'id_str': '2257844964', 'name': 'Eric Marclay', 'screen_name': 'EricMarclay', 'location': 'Africa', 'url': 'http://www.eda.admin.ch', 'description': 'Humanitarian Affairs🇨🇭MFA/SDC', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 1460, 'friends_count': 94, 'listed_count': 47, 'favourites_count': 1880, 'statuses_count': 2138, 'created_at': 'Sun Dec 22 15:31:06 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_link_color': 'FF691F', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1015203515768168448/Maet7sHM_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1015203515768168448/Maet7sHM_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2257844964/1588306848', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", supports the FacesOfHope campaign launched by asking for the release of HRDs arbitrarily detained The ,Africa,0.6,-0.1,Negative
2020-05-26,"RT @hybiscus33: Is that why she recommended the CDC work with the incompetent head of @lapublichealth Dr Barbara Ferrer, PhD in Social Welf…","{'id': 2551039340, 'id_str': '2551039340', 'name': 'VeryCoolThings4U', 'screen_name': 'VeryCoolThings4', 'location': None, 'url': None, 'description': 'From Agadir Morocco/ I support President Trump but I do not support his views on Israel and the Palestinians. Encourage him to do justice for the Palestinians 😀', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 35, 'friends_count': 70, 'listed_count': 4, 'favourites_count': 9456, 'statuses_count': 11094, 'created_at': 'Fri Jun 06 21:42:56 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/756376895231397888/W9XesZTt_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/756376895231397888/W9XesZTt_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2551039340/1469234624', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", Is that why she recommended the CDC work with the incompetent head of Dr Barbara Ferrer PhD in Social Welf ,,0.22,-0.16,Negative
2020-05-26,RT @CNN: Canadian Prime Minister Justin Trudeau says his government is trying to give all workers a minimum of 10 days paid sick leave per…,"{'id': 1264514493293506564, 'id_str': '1264514493293506564', 'name': 'NormanCoxie', 'screen_name': 'norman_coxie', 'location': 'California, USA', 'url': None, 'description': 'God fearing•blessed•caffeine addict', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 8, 'friends_count': 23, 'listed_count': 0, 'favourites_count': 103, 'statuses_count': 188, 'created_at': 'Sun May 24 11:12:17 +0000 2020', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1264514694896914432/DFmNvR4X_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1264514694896914432/DFmNvR4X_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1264514493293506564/1590318994', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", Canadian Prime Minister Justin Trudeau says his government is trying to give all workers a minimum of days paid sick leave per ,"California, USA",0.86,-0.71,Negative
2020-05-26,"June target for @NHL's return to ice in small group training plan 

READ: https://t.co/AqickpIu6D

#NHL #IceHockey… https://t.co/8sqDDyhsxb","{'id': 128555221, 'id_str': '128555221', 'name': 'TOI Sports', 'screen_name': 'toisports', 'location': 'New Delhi, India', 'url': 'http://timesofindia.com/sports', 'description': 'The top destination for all the major sports news from around the world - A Times Internet product\nhttps://www.facebook.com/toisports', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 1025514, 'friends_count': 249, 'listed_count': 98, 'favourites_count': 11, 'statuses_count': 98468, 'created_at': 'Thu Apr 01 13:26:56 +0000 2010', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/826320015024672768/Fm3wsT1s_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/826320015024672768/Fm3wsT1s_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/128555221/1590376393', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",June target for s return to ice in small group training plan READ NHL IceHockey ,"New Delhi, India",0.4,-0.25,Negative
2020-05-26,RT @RealJamesWoods: Elderly people vote Republican by a wide margin statistically. #FactsAreFriendly https://t.co/Ny4ZVWazHX,"{'id': 1248828173355061248, 'id_str': '1248828173355061248', 'name': 'deadbeef', 'screen_name': 'deadbee81488273', 'location': None, 'url': None, 'description': 'Political throwaway. Turns out voicing your opinions online is dangerous!', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 26, 'friends_count': 40, 'listed_count': 0, 'favourites_count': 1298, 'statuses_count': 316, 'created_at': 'Sat Apr 11 04:20:22 +0000 2020', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1248832140436889600/pTRyb_nq_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1248832140436889600/pTRyb_nq_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", Elderly people vote Republican by a wide margin statistically FactsAreFriendly ,,0.4,-0.1,Negative
2020-05-26,"RT @dna: TV stars urge colleagues not to take 'extreme steps' as #CoronavirusLockdown halts shoots, payments

https://t.co/e3TWzzMlod","{'id': 1238467680773894146, 'id_str': '1238467680773894146', 'name': 'Corona Update Bot', 'screen_name': 'CoronaUpdateBot', 'location': None, 'url': None, 'description': 'I retweet important updates about #coronavirus\n\nFollow Us for all the related updates worldwide', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 717, 'friends_count': 3, 'listed_count': 2, 'favourites_count': 30, 'statuses_count': 164102, 'created_at': 'Fri Mar 13 14:11:29 +0000 2020', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1238468355121504256/w_P2ojKu_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1238468355121504256/w_P2ojKu_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1238467680773894146/1584116753', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", TV stars urge colleagues not to take extreme steps as CoronavirusLockdown halts shoots payments ,,1.0,-0.12,Negative
2020-05-26,RT @CNN: Canadian Prime Minister Justin Trudeau says his government is trying to give all workers a minimum of 10 days paid sick leave per…,"{'id': 920829827665539073, 'id_str': '920829827665539073', 'name': 'Green Puerto Rico', 'screen_name': 'GreenPuertoRico', 'location': None, 'url': None, 'description': 'My favorite thing in the world are trees. I believe we should all be climate change advocates and sustainable land-use is necessary for stable economic growth.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 792, 'friends_count': 1066, 'listed_count': 7, 'favourites_count': 96184, 'statuses_count': 43423, 'created_at': 'Thu Oct 19 01:51:53 +0000 2017', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '19CF86', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/921515055186923520/WIqpNMea_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/921515055186923520/WIqpNMea_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/920829827665539073/1508540781', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", Canadian Prime Minister Justin Trudeau says his government is trying to give all workers a minimum of days paid sick leave per ,,0.86,-0.71,Negative
2020-05-26,RT @Quinnae_Moon: You are being set up to blame each other for the spread of COVID-19 to distract you from the deliberate failures of gover…,"{'id': 22995371, 'id_str': '22995371', 'name': 'Jackie Prater Lord', 'screen_name': 'Ruthiebelle', 'location': 'Chicago', 'url': None, 'description': ""Do no harm, but take no shit. Chef, small business owner, serious Prince fan.\n\nI am not America's nightmare, I am the American dream."", 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 191, 'friends_count': 593, 'listed_count': 2, 'favourites_count': 28197, 'statuses_count': 6879, 'created_at': 'Thu Mar 05 23:10:44 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'DBE9ED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme17/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme17/bg.gif', 'profile_background_tile': False, 'profile_link_color': 'CC3366', 'profile_sidebar_border_color': 'DBE9ED', 'profile_sidebar_fill_color': 'E6F6F9', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/826554694742847488/Jn9nRPqa_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/826554694742847488/Jn9nRPqa_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/22995371/1359434102', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",_Moon You are being set up to blame each other for the spread of COVID to distract you from the deliberate failures of gover ,Chicago,0.38,-0.12,Negative
2020-05-26,RT @RealJamesWoods: Elderly people vote Republican by a wide margin statistically. #FactsAreFriendly https://t.co/Ny4ZVWazHX,"{'id': 1336027442, 'id_str': '1336027442', 'name': 'Ishoulddowhat', 'screen_name': 'ishoulddowhat', 'location': 'Savannah, GA', 'url': None, 'description': 'Switch to GAB to avoid Twitter propaganda and censorship.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 807, 'friends_count': 793, 'listed_count': 7, 'favourites_count': 48305, 'statuses_count': 12153, 'created_at': 'Mon Apr 08 07:55:56 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '9AE4E8', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme16/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme16/bg.gif', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'BDDCAD', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1071844281478991872/apdk16Wm_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1071844281478991872/apdk16Wm_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1336027442/1492120144', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", Elderly people vote Republican by a wide margin statistically FactsAreFriendly ,"Savannah, GA",0.4,-0.1,Negative
2020-05-26,RT @marcuschown: Retweet if you feel that you and your family are not safe in the hands of a government responsible for the highest Covid-1…,"{'id': 2713376025, 'id_str': '2713376025', 'name': 'Louise🌈💙🧶🥟', 'screen_name': 'louisestilgoe', 'location': 'Lanson', 'url': None, 'description': 'Cornish born Litter picker Hate plastic, austerity hypocrites Tory govt. love nature cats kids textiles Pensioner lifelong mobility probs Pro Europe', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 845, 'friends_count': 1009, 'listed_count': 61, 'favourites_count': 124627, 'statuses_count': 78827, 'created_at': 'Tue Jul 15 22:29:43 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/876849075123040260/0cn2RI6h_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/876849075123040260/0cn2RI6h_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2713376025/1497891967', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}", Retweet if you feel that you and your family are not safe in the hands of a government responsible for the highest Covid ,Lanson,0.53,-0.02,Negative
